Type,Index,Name
0x0004,0x01D6,DynamicBrakesMaxAirBrakePressure
0x0004,0x01D7,DynamicBrakesFadingSpeed
0x0004,0x01D8,DynamicBrakesDelayTimeBeforeEngaging
0x0004,0x01D9,DynamicBrakesMaximumSpeedForFadeOut
0x0004,0x01DA,DynamicBrakesEffectAtMaximumFadeOut
0x0004,0x01DB,DynamicBrakesHigherSpeedCurveExponent
0x0004,0x01DC,DynamicBrakesLowerSpeedCurveExponent
0x0004,0x01DD,DynamicBrakesNumberOfControllerNotches
0x0004,0x01DE,DynamicBrakeHasAutoBailOff
0x0004,0x01DF,TrainBrakesControllerDirectControlExponent
0x0004,0x01E0,TrainBrakesControllerFullQuickReleaseStart
0x0004,0x01E1,TrainBrakesControllerGraduatedQuickReleaseStart
0x0004,0x01E2,TrainBrakesControllerReleaseStart
0x0004,0x01E3,TrainBrakesControllerReleaseLappedStart
0x0004,0x01E4,TrainBrakesControllerHoldLappedStart
0x0004,0x01E5,TrainBrakesControllerHoldStart
0x0004,0x01E6,TrainBrakesControllerEPApplyStart
0x0004,0x01E7,TrainBrakesControllerEPHoldStart
0x0004,0x01E8,TrainBrakesControllerRunningStart
0x0004,0x01E9,TrainBrakesControllerSelfLapStart
0x0004,0x01EA,TrainBrakesControllerGraduatedSelfLapStart
0x0004,0x01EB,TrainBrakesControllerGraduatedSelfLapLimitedStart
0x0004,0x01EC,TrainBrakesControllerGraduatedSelfLapLimitedHoldingStart
0x0004,0x01ED,EngineBrakesControllerGraduatedSelfLapLimitedHoldingStart
0x0004,0x01EE,TrainBrakesControllerGraduatedSelfLapLimitedKeepPsiStart
0x0004,0x01EF,TrainBrakesControllerNeutralhandleOffStart
0x0004,0x01F0,TrainBrakesControllerMinimalReductionStart
0x0004,0x01F1,TrainBrakesControllerApplyStart
0x0004,0x01F2,TrainBrakesControllerFullServiceStart
0x0004,0x01F3,TrainBrakesControllerSuppressionStart
0x0004,0x01F4,TrainBrakesControllerContinuousServiceStart
0x0004,0x01F5,TrainBrakesControllerEmergencyStart
0x0004,0x01F6,TrainBrakesControllerMaxApplicationRate
0x0004,0x01F7,TrainBrakesControllerMaxQuickReleaseRate
0x0004,0x01F8,TrainBrakesControllerMaxReleaseRate
0x0004,0x01F9,TrainBrakesControllerEmergencyApplicationRate
0x0004,0x01FA,TrainBrakesControllerMinSystemPressure
0x0004,0x01FB,TrainBrakesControllerMaxSystemPressure
0x0004,0x01FC,TrainBrakesControllerEmergencyBrakeTimePenalty
0x0004,0x01FD,TrainBrakesControllerMinPressureReduction
0x0004,0x01FE,TrainBrakesControllerFullServicePressureDrop
0x0004,0x01FF,TrainBrakesControllerMaxPressureDropInNormalApplication
0x0004,0x0200,TrainBrakesControllerMinContinuousService
0x0004,0x0201,TrainBrakesControllerMaxContinuousService
0x0004,0x0202,EngineBrakesControllerDirectControlExponent
0x0004,0x0203,EngineBrakesControllerFullQuickReleaseStart
0x0004,0x0204,EngineBrakesControllerGraduatedQuickReleaseStart
0x0004,0x0205,EngineBrakesControllerReleaseStart
0x0004,0x0206,EngineBrakesControllerReleaseLappedStart
0x0004,0x0207,EngineBrakesControllerHoldLappedStart
0x0004,0x0208,EngineBrakesControllerHoldStart
0x0004,0x0209,EngineBrakesControllerEPApplyStart
0x0004,0x020A,EngineBrakesControllerEPHoldStart
0x0004,0x020B,EngineBrakesControllerRunningStart
0x0004,0x020C,EngineBrakesControllerSelfLapStart
0x0004,0x020D,EngineBrakesControllerGraduatedSelfLapStart
0x0004,0x020E,EngineBrakesControllerGraduatedSelfLapLimitedStart
0x0004,0x020F,EngineBrakesControllerGraduatedSelfLapLimitedKeepPsiStart
0x0004,0x0210,EngineBrakesControllerNeutralHandleOffStart
0x0004,0x0211,EngineBrakesControllerMinimalReductionStart
0x0004,0x0212,EngineBrakesControllerApplyStart
0x0004,0x0213,EngineBrakesControllerFullServiceStart
0x0004,0x0214,EngineBrakesControllerSuppressionStart
0x0004,0x0215,EngineBrakesControllerContinuousServiceStart
0x0004,0x0216,EngineBrakesControllerEmergencyStart
0x0004,0x0217,EngineBrakesControllerMaxApplicationRate
0x0004,0x0218,EngineBrakesControllerMaxQuickReleaseRate
0x0004,0x0219,EngineBrakesControllerMaxReleaseRate
0x0004,0x021A,EngineBrakesControllerEmergencyApplicationRate
0x0004,0x021B,EngineBrakesControllerMinSystemPressure
0x0004,0x021C,EngineBrakesControllerMaxSystemPressure
0x0004,0x021D,EngineBrakesControllerEmergencyBrakeTimePenalty
0x0004,0x021E,EngineBrakesControllerMinPressureReduction
0x0004,0x021F,EngineBrakesControllerFullServicePressureDrop
0x0004,0x0220,EngineBrakesControllerMaxPressureDropInNormalApplication
0x0004,0x0221,EngineBrakesControllerHasProportionalBrake
0x0004,0x0222,EngineBrakesProportionalBrakeLag
0x0004,0x0223,EngineBrakesProportionalBrakeOutputReleasedPressure
0x0004,0x0224,EngineBrakesProportionalBrakeOutputAppliedPressure
0x0004,0x0225,EngineBrakesProportionalBrakeInputReleasedPressure
0x0004,0x0226,EngineBrakesProportionalBrakeInputAppliedPressure
0x0004,0x0227,BrakesEngineBrakeType
0x0004,0x0228,BrakesTrainBrakeType
0x0004,0x0229,EngineBrakesControllerMinContinuousService
0x0004,0x022A,EngineBrakesControllerMaxContinuousService
0x0004,0x022B,EngineControllers
0x0004,0x022C,BrakesEngineControllers
0x0004,0x022D,RegulatorValveType
0x0004,0x022E,RegulatorSecondValveStartPosition
0x0004,0x022F,RegulatorPilotValveExponent
0x0004,0x0230,RegulatorSecondValveExponent
0x0004,0x0231,RegulatorPilotValveFullOpenning
0x0004,0x0232,RegulatorMainValveInitialOpenning
0x0004,0x0233,SteamBlowerEffectExponent
0x0004,0x0234,SteamBlowerEfficiencyExponent
0x0004,0x0235,SteamBlowerMaxSteamUsageRate
0x0004,0x0236,SteamBlowerMaxProportionOfBlastEffect
0x0004,0x0237,SteamWaterScoopMinPickupSpeed
0x0004,0x0238,SteamWaterScoopMaxPickupSpeed
0x0004,0x0239,SteamWaterScoopResistance
0x0004,0x023A,SteamWaterScoopMaxPickupRate
0x0004,0x023B,SteamFiremanConditionLossRateConstant
0x0004,0x023C,SteamFiremanConditionGainRateConstant
0x0004,0x023D,SteamFiremanEnergyLossRateConstant
0x0004,0x023E,SteamFiremanEnergyGainRateConstant
0x0004,0x023F,SteamFiremanMaxConstantFiringRate
0x0004,0x0240,SteamFiremanMaxPossibleFiringRate
0x0004,0x0241,SteamFiremanEnergyUsedPerPoundOfCoal
0x0004,0x0242,SteamFiremanIsMechanicalStoker
0x0004,0x0243,SteamOilBurnerMinBurnRate
0x0004,0x0244,SteamOilBurnerMaxBurnRate
0x0004,0x0245,SteamOilBurnerControlExponent
0x0004,0x0246,SteamOilBurnerSteamFromOnePoundOfOilBurnt
0x0004,0x0247,SteamOilBurnerMaxRateOfTempChange
0x0004,0x0248,SteamOilBurnerEfficiencyExponent
0x0004,0x0249,SteamOilBurnerMinBurnerTemperature
0x0004,0x024A,SteamOilBurnerMaxBurnerTemperature
0x0004,0x024B,SteamOilBurnerTemperatureChnageExponent
0x0004,0x024C,SteamOilBurnerSteamGenerationExponent
0x0004,0x024D,SteamOilBurnerSmokeForOnePoundOfOil
0x0004,0x024E,SteamOilBurnerSteamFuelType
0x0004,0x024F,SteamCylinderCocksOperation
0x0004,0x0250,CutoffMaxReverse
0x0004,0x0251,CutoffMaxForward
0x0004,0x0252,SteamSmallestCutoff
0x0004,0x0253,NumberOfDamperSteps
0x0004,0x0254,IsTenderRequired
0x0004,0x0255,Handbrake
0x0004,0x0256,AntiSlip
0x0004,0x0257,Inside
0x0004,0x0258,PassengerCabinFile
0x0004,0x0259,PassengerCabinHeadPos
0x0004,0x025A,Thumbnail
0x0004,0x025B,HeadOut
0x0004,0x025C,Mirror
0x0004,0x025D,Wiper
0x0004,0x025E,Door
0x0004,0x025F,Pantograph
0x0004,0x0260,Wheelset
0x0004,0x0261,IntakePoint
0x0004,0x0262,FreightGrain
0x0004,0x0263,FreightCoal
0x0004,0x0264,FreightGravel
0x0004,0x0265,FreightSand
0x0004,0x0266,FuelWater
0x0004,0x0267,FuelCoal
0x0004,0x0268,FuelDiesel
0x0004,0x0269,SpecialMail
0x0004,0x026A,FreightAnim
0x0004,0x026B,EngineOperatingProcedures
0x0004,0x026C,TrItemRefs
0x0004,0x026D,TrItemRef
0x0004,0x026E,TrItemId
0x0004,0x026F,TrItemSData
0x0004,0x0270,TrItemPData
0x0004,0x0271,TrItemRData
0x0004,0x0272,TrItemSRData
0x0004,0x0273,TrItemTable
0x0004,0x0274,EmptyItem
0x0004,0x0275,SignalItem
0x0004,0x0276,PickupItem
0x0004,0x0277,PlatformItem
0x0004,0x0278,HazzardItem
0x0004,0x0279,CarSpawnerItem
0x0004,0x027A,SidingItem
0x0004,0x027B,LevelCrItem
0x0004,0x027C,SpeedPostItem
0x0004,0x027D,SoundRegionItem
0x0004,0x027E,CrossoverItem
0x0004,0x027F,TrainWagons
0x0004,0x0280,WagonType
0x0004,0x0281,CoupledWith
0x0004,0x0282,WagonData
0x0004,0x0283,EngineData
0x0004,0x0284,FirstWagon
0x0004,0x0285,QDirection
0x0004,0x0286,EngineVariables
0x0004,0x0287,TrainData
0x0004,0x0288,Inverse
0x0004,0x0289,Flip
0x0004,0x028A,NotCoupledToActiveTrain
0x0004,0x028B,NextWagonUID
0x0004,0x028C,Durability
0x0004,0x028D,Effects
0x0004,0x028E,FrontView
0x0004,0x028F,LeftView
0x0004,0x0290,RightView
0x0004,0x0291,HornFX
0x0004,0x0292,BellFX
0x0004,0x0293,AlerterFX
0x0004,0x0294,SteamSpecialEffects
0x0004,0x0295,CylindersFX
0x0004,0x0296,DrainpipeFX
0x0004,0x0297,StackFX
0x0004,0x0298,SafetyValvesFX
0x0004,0x0299,WhistleFX
0x0004,0x029A,DieselSpecialEffects
0x0004,0x029B,Exhaust1
0x0004,0x029C,Exhaust2
0x0004,0x029D,Marker
0x0004,0x029E,Coords
0x0004,0x029F,mapmm
0x0004,0x02A0,TrItemSignal
0x0004,0x02A1,TrItemDest
0x0004,0x02A2,TrDestName
0x0004,0x02A3,TrDestNameId
0x0004,0x02A4,NumSections
0x0004,0x02A5,MainRoute
0x0004,0x02A6,NumPaths
0x0004,0x02A7,ClearanceDist
0x0004,0x02A8,Camera
0x0004,0x02A9,CamType
0x0004,0x02AA,CamTypeBrick
0x0004,0x02AB,CamTypeFrontTracking
0x0004,0x02AC,CamTypeRearTracking
0x0004,0x02AD,CamTypePassenger
0x0004,0x02AE,CamTypeCab
0x0004,0x02AF,CamTypeSpotter
0x0004,0x02B0,CamTypeDerail
0x0004,0x02B1,CamTypeHeadOut
0x0004,0x02B2,CamTypeCoupling
0x0004,0x02B3,CamTypeYard
0x0004,0x02B4,CamControlNo
0x0004,0x02B5,CamControlRotate
0x0004,0x02B6,CamControlFull
0x0004,0x02B7,CamControlStrafe
0x0004,0x02B8,CamControlIsometric
0x0004,0x02B9,CamControlViewSwitch
0x0004,0x02BA,CamControlTethered
0x0004,0x02BB,CamControlDerail
0x0004,0x02BC,CamControlCoupling
0x0004,0x02BD,CamControlYard
0x0004,0x02BE,WagonNum
0x0004,0x02BF,RotationLimit
0x0004,0x02C0,Fov
0x0004,0x02C1,ZClip
0x0004,0x02C2,CameraOffset
0x0004,0x02C3,ObjectOffset
0x0004,0x02C4,Subpath
0x0004,0x02C5,FileIndex
0x0004,0x02C6,TrGUI_Editbox_Vars
0x0004,0x02C7,TrGUI_Editbox_Focus_Lock
0x0004,0x02C8,TrGUI_Editbox_Alphanumeric
0x0004,0x02C9,TrGUI_Listbox_Node
0x0004,0x02CA,TrGUI_List_Slots
0x0004,0x02CB,TrGUI_Listbox_SlotHt
0x0004,0x02CC,TrGUI_Listbox_Max
0x0004,0x02CD,TrGUI_Listbox_Min_Slots
0x0004,0x02CE,TrGUI_Listbox_Slider
0x0004,0x02CF,TrGUI_Scroll_Delay
0x0004,0x02D0,TrGUI_Region_Name
0x0004,0x02D1,TrGUI_Region_Surf
0x0004,0x02D2,TrGUI_Region_Disabled
0x0004,0x02D3,TrGUI_Region_Dis_Surf
0x0004,0x02D4,TrGUI_Region_Area
0x0004,0x02D5,TrGUI_Region_Cursor
0x0004,0x02D6,TrGUI_Region_Parent
0x0004,0x02D7,TrGUI_Region_Layer
0x0004,0x02D8,TrGUI_Region_Drag_Target
0x0004,0x02D9,TrGUI_Region_Font
0x0004,0x02DA,TrGUI_Region_DisFont
0x0004,0x02DB,TrGUI_Region_Shadow_Font
0x0004,0x02DC,TrGUI_Region_TextArea
0x0004,0x02DD,TrGUI_Region_Text_Owned
0x0004,0x02DE,TrGUI_Slider_Vertical
0x0004,0x02DF,TrGUI_Slider_Centre
0x0004,0x02E0,TrGUI_Slider_Min_Max
0x0004,0x02E1,TrGUI_Slider_Quantized
0x0004,0x02E2,TrGUI_Slider_Back
0x0004,0x02E3,TrGUI_Slider_Area
0x0004,0x02E4,TrGUI_Tooltip_Text
0x0004,0x02E5,TrGUI_Drag_Bitmap
0x0004,0x02E6,TrGUI_Text_Pos
0x0004,0x02E7,TrGUI_Mouse_LDn
0x0004,0x02E8,TrGUI_Mouse_RDn
0x0004,0x02E9,TrGUI_Mouse_LDblClick
0x0004,0x02EA,TrGUI_Mouse_RDblClick
0x0004,0x02EB,TrGUI_Mouse_LUp
0x0004,0x02EC,TrGUI_Mouse_RUp
0x0004,0x02ED,TrGUI_Mouse_LHeld
0x0004,0x02EE,TrGUI_Mouse_RHeld
0x0004,0x02EF,TrGUI_Mouse_Focus
0x0004,0x02F0,TrGUI_Hotspot
0x0004,0x02F1,TrGUI_Cursor_Surfs
0x0004,0x02F2,TrGUI_Widget
0x0004,0x02F3,TrGUI_Icon_Set
0x0004,0x02F4,TrGUI_Next_Screen
0x0004,0x02F5,TrGUI_Parent_Screen
0x0004,0x02F6,TrGUI_Loading_Screen
0x0004,0x02F7,TrGUI_Textbox_Slider
0x0004,0x02F8,TrGUI_IOM_Filename
0x0004,0x02F9,TrGUI_Debrief_Screen
0x0004,0x02FA,TrGUI_Up_Button
0x0004,0x02FB,TrGUI_Dn_Button
0x0004,0x02FC,TrGUI_Num_Lines
0x0004,0x02FD,TrGUI_Onoff_Dn_Surf
0x0004,0x02FE,TrGUI_Onoff_Radio
0x0004,0x02FF,TrGUI_Onoff_Popup_Centre
0x0004,0x0300,TrGUI_Timeout
0x0004,0x0301,TrGUI_Popup_Non_Modal
0x0004,0x0302,TrGUI_Button_Down_Surf
0x0004,0x0303,TrGUI_Button_Down_Font
0x0004,0x0304,TrGUI_Button_Group
0x0004,0x0305,TrGUI_Group_Max_On
0x0004,0x0306,TrGUI_State3_Hi_Font
0x0004,0x0307,TrGUI_State3_Hi_Surf
0x0004,0x0308,TrGUI_ComboButton_Popup
0x0004,0x0309,TrGUI_ComboButton_Listbox
0x0004,0x030A,TrGUI_ComboButton_Display_Region
0x0004,0x030B,TrGUI_ComboButton_Open_Up
0x0004,0x030C,TrGUI_ComboButton_Use_Bitmaps
0x0004,0x030D,TrGUI_ComboButton_No_Text
0x0004,0x030E,TrGUI_ComboButton_Listbox_Sound
0x0004,0x030F,TrGUI_Overlay_Type
0x0004,0x0310,TrGUI_Anim_Frame_Area
0x0004,0x0311,TrGUI_Anim_Num_Frames
0x0004,0x0312,TrGUI_Anim_Delay
0x0004,0x0313,TrGUI_Anim_Reverse
0x0004,0x0314,TrGUI_Anim_Loop
0x0004,0x0315,TPoleConfigData
0x0004,0x0316,TPoleConfig
0x0004,0x0317,Config
0x0004,0x0318,Separation
0x0004,0x0319,ESD_Bounding_Box
0x0004,0x031A,ESD_Tunnel
0x0004,0x031B,ESD_Complex_Box
0x0004,0x031C,ESD_Complex
0x0004,0x031D,ESD_Sphere
0x0004,0x031E,ESD_Alternative_Texture
0x0004,0x031F,ESD_Shape_Count
0x0004,0x0320,ESD_Detail_Level
0x0004,0x0321,ESD_No_Visual_Obstruction
0x0004,0x0322,ESD_Snapable
0x0004,0x0323,ESD_Software_Dlev
0x0004,0x0324,ESD_SubObj
0x0004,0x0325,ESD_Headlight
0x0004,0x0326,PlatformName
0x0004,0x0327,PlatformData
0x0004,0x0328,PlatformTrItemData
0x0004,0x0329,PlatformMinWaitingTime
0x0004,0x032A,PlatformNumPassengersWaiting
0x0004,0x032B,SpeedRange
0x0004,0x032C,PickupType
0x0004,0x032D,PickupAnimData
0x0004,0x032E,PickupCapacity
0x0004,0x032F,PickupTrItemData
0x0004,0x0330,CarFrequency
0x0004,0x0331,CarAvSpeed
0x0004,0x0332,CarSpawnerTrItemData
0x0004,0x0333,SidingName
0x0004,0x0334,SidingData
0x0004,0x0335,SidingTrItemData
0x0004,0x0336,LevelCrParameters
0x0004,0x0337,LevelCrData
0x0004,0x0338,LevelCrTiming
0x0004,0x0339,LevelCrTrItemData
0x0004,0x033A,SpeedpostFlags
0x0004,0x033B,SpeedpostNumber
0x0004,0x033C,SpeedpostTrItemData
0x0004,0x033D,Speedpost_Set_Count
0x0004,0x033E,Speedpost_Set
0x0004,0x033F,Speed_Sign_Shape
0x0004,0x0340,Speed_Warning_Sign_Shape
0x0004,0x0341,Speed_Resume_Sign_Shape
0x0004,0x0342,Speed_Digit_Tex
0x0004,0x0343,Milepost_Shape
0x0004,0x0344,Milepost_Digit_Tex
0x0004,0x0345,Restricted_Shape
0x0004,0x0346,End_Restricted_Shape
0x0004,0x0347,Speed_Text_Size
0x0004,0x0348,Milepost_Text_Size
0x0004,0x0349,CrossoverTrItemData
0x0004,0x034A,TrackType
0x0004,0x034B,Style
0x0004,0x034C,GantrySets
0x0004,0x034D,GantrySet
0x0004,0x034E,GantryTable
0x0004,0x034F,GantryTableEntry
0x0004,0x0350,Distance
0x0004,0x0351,GantryInfo
0x0004,0x0352,GantryShape
0x0004,0x0353,GantrySize
0x0004,0x0354,Width
0x0004,0x0355,Height
0x0004,0x0356,TreeTexture
0x0004,0x0357,TreeSize
0x0004,0x0358,Birds
0x0004,0x0359,Idle_Key
0x0004,0x035A,Idle_Key2
0x0004,0x035B,Surprise_Key_Left
0x0004,0x035C,Surprise_Key_Right
0x0004,0x035D,Success_Scarper_Key
0x0004,0x035E,Fail_Scarper_Key
0x0004,0x035F,SoundregionTrackType
0x0004,0x0360,SoundregionRoty
0x0004,0x0361,Players
0x0004,0x0362,Player
0x0004,0x0363,CabView
0x0004,0x0364,CabViewType
0x0004,0x0365,CabViewFile
0x0004,0x0366,CabViewWindow
0x0004,0x0367,CabViewWindowFile
0x0004,0x0368,CabViewControls
0x0004,0x0369,Gauge
0x0004,0x036A,Dial
0x0004,0x036B,Digital
0x0004,0x036C,DigitalClock
0x0004,0x036D,AnalogueClock
0x0004,0x036E,MultiStateDisplay
0x0004,0x036F,CabSignalDisplay
0x0004,0x0370,TwoState
0x0004,0x0371,TriState
0x0004,0x0372,CombinedControl
0x0004,0x0373,Lever
0x0004,0x0374,Firebox
0x0004,0x0375,ZeroPos
0x0004,0x0376,PositiveColour
0x0004,0x0377,NegativeColour
0x0004,0x0378,DecreaseColour
0x0004,0x0379,ControlColour
0x0004,0x037A,Orientation
0x0004,0x037B,Units
0x0004,0x037C,Pivot
0x0004,0x037D,ScalePos
0x0004,0x037E,Accuracy
0x0004,0x037F,AccuracySwitch
0x0004,0x0380,LeadingZeros
0x0004,0x0381,Justification
0x0004,0x0382,States
0x0004,0x0383,State
0x0004,0x0384,SwitchVal
0x0004,0x0385,MouseControl
0x0004,0x0386,NumFrames
0x0004,0x0387,NumPositions
0x0004,0x0388,NumValues
0x0004,0x0389,DirIncrease
0x0004,0x038A,RouteID
0x0004,0x038B,Name
0x0004,0x038C,Description
0x0004,0x038D,Electrified
0x0004,0x038E,Mountains
0x0004,0x038F,OverheadWireHeight
0x0004,0x0390,PassengerRuleSet
0x0004,0x0391,FreightRuleSet
0x0004,0x0392,SignalSet
0x0004,0x0393,TrackGauge
0x0004,0x0394,Era
0x0004,0x0395,Environment
0x0004,0x0396,SpringClear
0x0004,0x0397,SpringRain
0x0004,0x0398,SpringSnow
0x0004,0x0399,SummerClear
0x0004,0x039A,SummerRain
0x0004,0x039B,SummerSnow
0x0004,0x039C,AutumnClear
0x0004,0x039D,AutumnRain
0x0004,0x039E,AutumnSnow
0x0004,0x039F,WinterClear
0x0004,0x03A0,WinterRain
0x0004,0x03A1,WinterSnow
0x0004,0x03A2,TerrainErrorScale
0x0004,0x03A3,RouteStart
0x0004,0x03A4,LoadingScreen
0x0004,0x03A5,MilepostUnitsMiles
0x0004,0x03A6,MilepostUnitsKilometers
0x0004,0x03A7,MaxLineVoltage
0x0004,0x03A8,DefaultSignalSMS
0x0004,0x03A9,DefaultCrossingSMS
0x0004,0x03AA,DefaultWaterTowerSMS
0x0004,0x03AB,DefaultCoalTowerSMS
0x0004,0x03AC,DefaultDieselTowerSMS
0x0004,0x03AD,TempRestrictedSpeed
0x0004,0x03AE,PathID
0x0004,0x03AF,Mode
0x0004,0x03B0,Briefing
0x0004,0x03B1,Player_Train_Config
0x0004,0x03B2,CoalLevel
0x0004,0x03B3,WaterLevel
0x0004,0x03B4,FuelLevel
0x0004,0x03B5,StartingSpeed
0x0004,0x03B6,EndingSpeed
0x0004,0x03B7,Season
0x0004,0x03B8,Weather
0x0004,0x03B9,StartTime
0x0004,0x03BA,Hazards
0x0004,0x03BB,Animals
0x0004,0x03BC,Workers
0x0004,0x03BD,Debris
0x0004,0x03BE,Voltage
0x0004,0x03BF,Difficulty
0x0004,0x03C0,Severity
0x0004,0x03C1,StationProperties
0x0004,0x03C2,Station
0x0004,0x03C3,ID
0x0004,0x03C4,Value
0x0004,0x03C5,FailedSignals
0x0004,0x03C6,FailedSignal
0x0004,0x03C7,FreightPoints
0x0004,0x03C8,FreightPoint
0x0004,0x03C9,Action
0x0004,0x03CA,MailPoints
0x0004,0x03CB,MailPoint
0x0004,0x03CC,ActivityObjects
0x0004,0x03CD,ActivityObject
0x0004,0x03CE,ActivityRestrictedSpeedZones
0x0004,0x03CF,ActivityRestrictedSpeedZone
0x0004,0x03D0,ActivityFailedSignals
0x0004,0x03D1,ActivityFailedSignal
0x0004,0x03D2,Tile
0x0004,0x03D3,ObjectType
0x0004,0x03D4,Events
0x0004,0x03D5,Location
0x0004,0x03D6,Trigger
0x0004,0x03D7,Outcomes
0x0004,0x03D8,PickupIdAndAmount
0x0004,0x03D9,TextToDisplayOnCompletionIfTriggered
0x0004,0x03DA,TextToDisplayOnCompletionIfNotTriggered
0x0004,0x03DB,TextToDisplayDescriptionOfTask
0x0004,0x03DC,BreakSpeedRecord
0x0004,0x03DD,CoupleToTrainset
0x0004,0x03DE,LeaveWagons
0x0004,0x03DF,PickedUpPassengers
0x0004,0x03E0,PickedUpCargo
0x0004,0x03E1,ReachedSpeed
0x0004,0x03E2,Time
0x0004,0x03E3,AITrains
0x0004,0x03E4,Traffic_Definition
0x0004,0x03E5,Service_Definition
0x0004,0x03E6,Train_Config
0x0004,0x03E7,Reversable_Event
0x0004,0x03E8,ActivitySuccessText
0x0004,0x03E9,ActivityFailText
0x0004,0x03EA,TriggerOnStop
0x0004,0x03EB,CompleteActivity
0x0004,0x03EC,IncActLevel
0x0004,0x03ED,DecActLevel
0x0004,0x03EE,ActivateEvent
0x0004,0x03EF,RestoreActLevel
0x0004,0x03F0,DisplayMessage
0x0004,0x03F1,PlaySound
0x0004,0x03F2,ActivitySuccess
0x0004,0x03F3,ActivityFail
0x0004,0x03F4,StartIgnoringSpeedLimits
0x0004,0x03F5,StopIgnoringSpeedLimits
0x0004,0x03F6,Activation_Level
0x0004,0x03F7,EventCategoryLocation
0x0004,0x03F8,EventCategoryTime
0x0004,0x03F9,EventCategoryAction
0x0004,0x03FA,EventTypeLocation
0x0004,0x03FB,EventTypeTime
0x0004,0x03FC,NextServiceUID
0x0004,0x03FD,NextActivityObjectUID
0x0004,0x03FE,EventTypeAllStops
0x0004,0x03FF,EventTypePickUpPassengers
0x0004,0x0400,EventTypePickUp
0x0004,0x0401,EventTypeReachSpeed
0x0004,0x0402,EventTypePickUpWagons
0x0004,0x0403,EventTypeDropOffWagonsAtLocation
0x0004,0x0404,EventTypeAssembleTrain
0x0004,0x0405,EventTypeAssembleTrainAtLocation
0x0004,0x0406,Wagon_List
0x0004,0x0407,TimeTable
0x0004,0x0408,StartInWorld
0x0004,0x0409,EndInWorld
0x0004,0x040A,StationStop
0x0004,0x040B,PlatformStartID
0x0004,0x040C,PlatformEndID
0x0004,0x040D,ArrivalTime
0x0004,0x040E,MinWaitingTime
0x0004,0x040F,DepartTime
0x0004,0x0410,DistanceDownPath
0x0004,0x0411,Efficiency
0x0004,0x0412,SkipCount
0x0004,0x0413,TrackPDPs
0x0004,0x0414,TrackPDP
0x0004,0x0415,TrackPaths
0x0004,0x0416,TrackPath
0x0004,0x0417,TrPathName
0x0004,0x0418,TrPathStart
0x0004,0x0419,TrPathEnd
0x0004,0x041A,TrPathNodeSid
0x0004,0x041B,TrPathPDPRef
0x0004,0x041C,TrPathNodes
0x0004,0x041D,TrPathNode
0x0004,0x041E,TrPathFlags
0x0004,0x041F,ScalabiltyGroup
0x0004,0x0420,Streams
0x0004,0x0421,Stream
0x0004,0x0422,Triggers
0x0004,0x0423,Discrete_Trigger
0x0004,0x0424,Variable_Trigger
0x0004,0x0425,Initial_Trigger
0x0004,0x0426,Dist_Travelled_Trigger
0x0004,0x0427,Random_Trigger
0x0004,0x0428,Delay_Min_Max
0x0004,0x0429,Volume_Min_Max
0x0004,0x042A,Dist_Min_Max
0x0004,0x042B,Speed_Inc_Past
0x0004,0x042C,Speed_Dec_Past
0x0004,0x042D,Distance_Inc_Past
0x0004,0x042E,Distance_Dec_Past
0x0004,0x042F,Variable1_Inc_Past
0x0004,0x0430,Variable1_Dec_Past
0x0004,0x0431,Variable2_Inc_Past
0x0004,0x0432,Variable2_Dec_Past
0x0004,0x0433,Variable3_Inc_Past
0x0004,0x0434,Variable3_Dec_Past
0x0004,0x0435,PlayOneShot
0x0004,0x0436,FileList
0x0004,0x0437,File
0x0004,0x0438,SelectionMethod
0x0004,0x0439,RandomSelection
0x0004,0x043A,SequentialSelection
0x0004,0x043B,StartLoop
0x0004,0x043C,StartLoopRelease
0x0004,0x043D,ReleaseLoopRelease
0x0004,0x043E,ReleaseLoopReleaseWithJump
0x0004,0x043F,EnableTrigger
0x0004,0x0440,DisableTrigger
0x0004,0x0441,Volume
0x0004,0x0442,Stereo
0x0004,0x0443,LoadAllWaves
0x0004,0x0444,Priority
0x0004,0x0445,SetStreamVolume
0x0004,0x0446,Ignore3d
0x0004,0x0447,VolumeCurve
0x0004,0x0448,FrequencyCurve
0x0004,0x0449,SpeedControlled
0x0004,0x044A,DistanceControlled
0x0004,0x044B,Variable1Controlled
0x0004,0x044C,Variable2Controlled
0x0004,0x044D,Variable3Controlled
0x0004,0x044E,CurvePoints
0x0004,0x044F,Granularity
0x0004,0x0450,Activation
0x0004,0x0451,Deactivation
0x0004,0x0452,PassengerCam
0x0004,0x0453,CabCam
0x0004,0x0454,ExternalCam
0x0004,0x0455,SoundTimer
0x0004,0x0456,AudioStream
0x0004,0x0457,SoundSystem
0x0004,0x0458,TrainMinMaxDistance
0x0004,0x0459,AmbientMinMaxDistance
0x0004,0x045A,Rolloff
0x0004,0x045B,MonitoringDeviceMonitorTimeLimit
0x0004,0x045C,MonitoringDeviceAlarmTimeLimit
0x0004,0x045D,MonitoringDevicePenaltyTimeLimit
0x0004,0x045E,MonitoringDeviceCriticalLevel
0x0004,0x045F,MonitoringDeviceResetLevel
0x0004,0x0460,MonitoringDeviceAppliesFullBrake
0x0004,0x0461,MonitoringDeviceAppliesEmergencyBrake
